Sample	Sample	Fragments_Used_for_Bidirectional_Calc[#]	Bidirectional_ANI[%]	Bidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]
Leptospira_noumeaensis_GCF_004770765	Leptospira_dzoumogneensis_GCF_004770895	583.5	70.177	4.105	1979	70.061	4.114	1947	70.081	4.029
Leptospira_stimsonii_GCF_003545885	Leptospira_dzoumogneensis_GCF_004770895	1557	71.680	4.262	5261	71.502	4.179	5219	71.516	4.186
Leptospira_langatensis_GCF_004770615	Leptospira_dzoumogneensis_GCF_004770895	5113.5	77.246	4.849	14206	76.755	4.866	14230	76.769	4.857
Leptospira_wolbachii_GCF_000332515	Leptospira_dzoumogneensis_GCF_004770895	575.5	70.121	4.003	1975	69.949	3.983	1994	70.223	4.504
Leptospira_fletcheri_GCF_004769195	Leptospira_dzoumogneensis_GCF_004770895	2891	72.965	4.401	9029	72.609	4.342	9108	72.591	4.341
Leptospira_noguchii_GCF_000306255	Leptospira_adleri_GCF_002811985	3940.5	77.499	4.553	11146	77.042	4.616	11319	77.032	4.690
Leptospira_venezuelensis_GCF_002150035	Leptospira_dzoumogneensis_GCF_004770895	7872	88.564	3.669	17863	88.370	3.879	17867	88.373	3.865
Leptospira_stimsonii_GCF_003545885	Leptospira_santarosai_GCF_000313175	4057.5	78.710	4.627	11147	78.255	4.794	11130	78.221	4.722
Leptospira_barantonii_GCF_002811925	Leptospira_dzoumogneensis_GCF_004770895	1638	71.895	4.341	5454	71.655	4.251	5414	71.650	4.259
Leptospira_andrefontaineae_GCF_004770105	Leptospira_dzoumogneensis_GCF_004770895	7745.5	89.067	3.530	17706	88.842	3.839	17714	88.853	3.787
Leptospira_weilii_GCF_006874745	Leptospira_dzoumogneensis_GCF_004770895	1331	71.804	4.251	4465	71.507	4.159	4446	71.614	4.390
Leptospira_santarosai_GCF_000313175	Leptospira_dzoumogneensis_GCF_004770895	1341	71.697	4.161	4390	71.529	4.170	4358	71.632	4.420
Leptospira_borgpetersenii_GCF_003046425	Leptospira_adleri_GCF_002811985	3909	78.434	4.660	10940	78.081	4.755	10941	78.128	4.725
Leptospira_wolffii_GCF_000306115	Leptospira_dzoumogneensis_GCF_004770895	4548	75.715	4.930	13509	75.306	4.941	13496	75.304	4.929
Leptospira_inadai_GCF_000243675	Leptospira_dzoumogneensis_GCF_004770895	3160.5	72.988	4.354	9624	72.599	4.287	9729	72.626	4.459
Leptospira_alstonii_GCF_000347175	Leptospira_adleri_GCF_002811985	4294	79.758	4.938	11813	79.337	5.073	11954	79.407	5.146
Leptospira_ainazelensis_GCF_016918785	Leptospira_adleri_GCF_002811985	7392	84.994	4.883	18299	84.598	5.054	18420	84.568	5.094
Leptospira_interrogans_GCF_000343165	Leptospira_dzoumogneensis_GCF_004770895	1430.5	71.725	4.169	4710	71.488	4.136	4649	71.562	4.131
Leptospira_noguchii_GCF_000306255	Leptospira_dzoumogneensis_GCF_004770895	1399	71.883	4.197	4726	71.559	4.125	4720	71.627	4.327
Leptospira_koniambonensis_GCF_004769555	Leptospira_dzoumogneensis_GCF_004770895	7951	89.382	3.411	17870	89.186	3.618	17882	89.183	3.622
Leptospira_alstonii_GCF_000347175	Leptospira_dzoumogneensis_GCF_004770895	1387.5	71.765	4.220	4632	71.556	4.232	4678	71.712	4.626
Leptospira_borgpetersenii_GCF_003046425	Leptospira_dzoumogneensis_GCF_004770895	1373.5	71.573	4.255	4509	71.450	4.144	4464	71.470	4.133
Leptospira_kemamanensis_GCF_004769665	Leptospira_dzoumogneensis_GCF_004770895	552.5	69.844	3.951	1912	69.904	4.021	1896	69.886	3.973
Leptospira_bandrabouensis_GCF_004770905	Leptospira_dzoumogneensis_GCF_004770895	566	70.336	4.199	1947	70.096	4.088	1943	70.255	4.269
Leptospira_ilyithenensis_GCF_004771005	Leptospira_dzoumogneensis_GCF_004770895	708.5	70.512	3.890	2380	70.325	3.896	2329	70.332	3.839
Leptospira_kanakyensis_GCF_004769235	Leptospira_dzoumogneensis_GCF_004770895	596.5	70.286	4.230	2027	70.109	4.120	2015	70.097	4.084
Leptospira_semungkisensis_GCF_004770055	Leptospira_santarosai_GCF_000313175	1272.5	71.581	4.187	4199	71.442	4.331	4191	71.333	4.093
Leptospira_hartskeerlii_GCF_002811475	Leptospira_santarosai_GCF_000313175	1322	71.601	4.205	4342	71.479	4.349	4339	71.378	4.110
Leptospira_andrefontaineae_GCF_004770105	Leptospira_santarosai_GCF_000313175	1306.5	71.638	4.181	4270	71.453	4.332	4285	71.346	4.085
Leptospira_venezuelensis_GCF_002150035	Leptospira_santarosai_GCF_000313175	1272.5	71.386	4.221	4243	71.258	4.338	4238	71.198	4.104
Leptospira_langatensis_GCF_004770615	Leptospira_santarosai_GCF_000313175	1272.5	71.522	4.180	4205	71.497	4.403	4207	71.402	4.156
Leptospira_perdikensis_GCF_004769575	Leptospira_dzoumogneensis_GCF_004770895	559	70.224	4.079	1962	70.164	4.130	1962	70.179	4.146
Leptospira_ainazelensis_GCF_016918785	Leptospira_dzoumogneensis_GCF_004770895	1622.5	71.822	4.133	5282	71.555	4.147	5188	71.589	4.117
Leptospira_montravelensis_GCF_004769455	Leptospira_dzoumogneensis_GCF_004770895	557.5	70.219	4.102	1946	70.162	4.114	1936	70.244	4.172
Leptospira_broomii_GCF_000243715	Leptospira_dzoumogneensis_GCF_004770895	3214	72.902	4.340	9797	72.522	4.252	9895	72.534	4.285
Leptospira_wolbachii_GCF_000332515	Leptospira_santarosai_GCF_000313175	481	69.840	3.908	1662	69.987	4.199	1699	70.089	4.437
Leptospira_levettii_GCF_002812085	Leptospira_dzoumogneensis_GCF_004770895	554.5	69.955	3.996	1927	69.911	3.905	1923	69.872	3.887
Leptospira_wolffii_GCF_000306115	Leptospira_santarosai_GCF_000313175	1330.5	72.111	4.724	4414	71.999	4.739	4417	71.939	4.570
Leptospira_noumeaensis_GCF_004770765	Leptospira_santarosai_GCF_000313175	522.5	69.855	3.769	1721	69.929	4.219	1715	69.719	3.776
Leptospira_fletcheri_GCF_004769195	Leptospira_santarosai_GCF_000313175	1280.5	71.932	4.172	4297	71.745	4.318	4281	71.687	4.104
Leptospira_levettii_GCF_002812085	Leptospira_santarosai_GCF_000313175	504	69.655	3.670	1648	69.672	4.054	1650	69.475	3.627
Leptospira_alexanderi_GCF_000243815	Leptospira_santarosai_GCF_000313175	5244	88.733	3.443	13184	88.368	3.873	13157	88.346	3.919
Leptospira_inadai_GCF_000243675	Leptospira_santarosai_GCF_000313175	1363	71.799	4.066	4337	71.626	4.232	4404	71.683	4.266
Leptospira_barantonii_GCF_002811925	Leptospira_santarosai_GCF_000313175	4395	81.381	4.313	11777	81.056	4.566	11855	80.969	4.559
Leptospira_koniambonensis_GCF_004769555	Leptospira_santarosai_GCF_000313175	1289	71.492	4.151	4221	71.305	4.302	4230	71.212	4.065
Leptospira_weilii_GCF_006874745	Leptospira_santarosai_GCF_000313175	5315	88.140	3.987	13538	87.668	4.446	13783	87.482	4.645
Leptospira_borgpetersenii_GCF_003046425	Leptospira_santarosai_GCF_000313175	5074	88.041	3.377	12875	87.634	3.879	12756	87.721	3.663
Leptospira_montravelensis_GCF_004769455	Leptospira_santarosai_GCF_000313175	499	69.979	4.027	1735	69.955	4.245	1730	69.814	3.996
Leptospira_yanagawae_GCF_000332475	Leptospira_santarosai_GCF_000313175	473	69.821	4.087	1686	70.280	5.009	1612	69.816	4.343
Leptospira_broomii_GCF_000243715	Leptospira_santarosai_GCF_000313175	1350.5	71.569	4.060	4376	71.465	4.240	4400	71.369	4.069
Leptospira_kemamanensis_GCF_004769665	Leptospira_santarosai_GCF_000313175	528.5	69.872	3.963	1700	69.808	4.289	1674	69.616	3.789
Leptospira_alstonii_GCF_000347175	Leptospira_santarosai_GCF_000313175	4661	84.086	3.852	12496	83.680	4.124	12473	83.634	4.276
Leptospira_bandrabouensis_GCF_004770905	Leptospira_santarosai_GCF_000313175	485.5	69.917	3.935	1685	70.000	4.240	1685	69.900	4.086
Leptospira_yanagawae_GCF_000332475	Leptospira_semungkisensis_GCF_004770055	508.5	69.825	4.107	1707	69.590	3.902	1692	69.780	4.250
Leptospira_hartskeerlii_GCF_002811475	Leptospira_semungkisensis_GCF_004770055	5183	77.095	4.796	14366	76.634	4.865	14341	76.660	4.851
Leptospira_kanakyensis_GCF_004769235	Leptospira_santarosai_GCF_000313175	478	69.826	3.750	1717	69.954	4.279	1703	69.746	3.806
Leptospira_ilyithenensis_GCF_004771005	Leptospira_santarosai_GCF_000313175	612	70.381	3.813	2100	70.440	4.168	2063	70.302	3.804
Leptospira_weilii_GCF_006874745	Leptospira_semungkisensis_GCF_004770055	1318	71.558	4.190	4284	71.347	4.118	4305	71.418	4.372
Leptospira_perdikensis_GCF_004769575	Leptospira_santarosai_GCF_000313175	504.5	69.795	3.838	1705	69.877	4.266	1699	69.694	3.849
Leptospira_koniambonensis_GCF_004769555	Leptospira_semungkisensis_GCF_004770055	5148	77.140	4.789	14374	76.713	4.809	14365	76.715	4.804
Leptospira_noumeaensis_GCF_004770765	Leptospira_semungkisensis_GCF_004770055	540	69.963	4.041	1825	69.818	3.994	1794	69.815	3.996
Leptospira_perdikensis_GCF_004769575	Leptospira_semungkisensis_GCF_004770055	545	70.142	4.059	1788	69.979	3.930	1777	70.017	3.993
Leptospira_alexanderi_GCF_000243815	Leptospira_semungkisensis_GCF_004770055	1310	71.535	4.186	4349	71.369	4.129	4333	71.396	4.147
Leptospira_wolbachii_GCF_000332515	Leptospira_semungkisensis_GCF_004770055	535.5	69.930	3.956	1808	69.807	3.939	1823	70.123	4.543
Leptospira_langatensis_GCF_004770615	Leptospira_semungkisensis_GCF_004770055	7400	83.745	4.296	17664	83.507	4.459	17657	83.516	4.449
Leptospira_fletcheri_GCF_004769195	Leptospira_semungkisensis_GCF_004770055	2997	72.929	4.376	9334	72.607	4.338	9377	72.562	4.341
Leptospira_barantonii_GCF_002811925	Leptospira_semungkisensis_GCF_004770055	1644.5	71.650	4.256	5332	71.437	4.205	5268	71.460	4.220
Leptospira_venezuelensis_GCF_002150035	Leptospira_semungkisensis_GCF_004770055	5076	76.930	4.762	14282	76.504	4.811	14272	76.494	4.810
Leptospira_andrefontaineae_GCF_004770105	Leptospira_semungkisensis_GCF_004770055	5249	77.094	4.802	14382	76.723	4.839	14380	76.710	4.845
Leptospira_ainazelensis_GCF_016918785	Leptospira_santarosai_GCF_000313175	4085	78.835	4.547	11239	78.442	4.769	11243	78.363	4.730
Leptospira_noguchii_GCF_000306255	Leptospira_santarosai_GCF_000313175	4393.5	80.719	3.940	11942	80.482	4.171	12079	80.385	4.277
Leptospira_interrogans_GCF_000343165	Leptospira_santarosai_GCF_000313175	4311	80.637	3.862	11767	80.358	4.065	11758	80.294	4.118
Leptospira_wolffii_GCF_000306115	Leptospira_semungkisensis_GCF_004770055	4542	75.763	4.779	13258	75.280	4.803	13242	75.291	4.809
Leptospira_inadai_GCF_000243675	Leptospira_semungkisensis_GCF_004770055	3100	72.951	4.291	9645	72.558	4.214	9738	72.578	4.393
Leptospira_montravelensis_GCF_004769455	Leptospira_semungkisensis_GCF_004770055	555	69.986	4.007	1830	69.834	3.921	1803	69.916	4.047
Leptospira_broomii_GCF_000243715	Leptospira_semungkisensis_GCF_004770055	3150.5	72.837	4.205	9866	72.521	4.212	9921	72.530	4.253
Leptospira_levettii_GCF_002812085	Leptospira_semungkisensis_GCF_004770055	526	69.544	3.861	1770	69.568	3.881	1766	69.585	3.802
Leptospira_interrogans_GCF_000343165	Leptospira_semungkisensis_GCF_004770055	1370	71.407	4.088	4428	71.187	4.044	4412	71.216	4.054
Leptospira_noguchii_GCF_000306255	Leptospira_semungkisensis_GCF_004770055	1346	71.485	4.221	4464	71.221	4.084	4431	71.322	4.282
Leptospira_borgpetersenii_GCF_003046425	Leptospira_semungkisensis_GCF_004770055	1287.5	71.409	4.183	4356	71.223	4.093	4307	71.253	4.098
Leptospira_kemamanensis_GCF_004769665	Leptospira_semungkisensis_GCF_004770055	496.5	69.886	4.250	1728	69.750	4.002	1704	69.755	3.924
Leptospira_alstonii_GCF_000347175	Leptospira_semungkisensis_GCF_004770055	1333	71.676	4.269	4440	71.444	4.158	4490	71.605	4.560
Leptospira_bandrabouensis_GCF_004770905	Leptospira_semungkisensis_GCF_004770055	519	70.175	4.131	1756	69.914	3.928	1773	70.020	4.229
Leptospira_ainazelensis_GCF_016918785	Leptospira_semungkisensis_GCF_004770055	1505	71.499	4.145	4999	71.328	4.129	4976	71.331	4.115
Leptospira_ilyithenensis_GCF_004771005	Leptospira_semungkisensis_GCF_004770055	646.5	70.221	3.930	2110	70.070	3.810	2106	70.053	3.779
Leptospira_kanakyensis_GCF_004769235	Leptospira_semungkisensis_GCF_004770055	555.5	70.025	4.138	1856	69.883	3.959	1831	69.876	3.997
Leptospira_fletcheri_GCF_004769195	Leptospira_weilii_GCF_006874745	1293	71.763	4.152	4248	71.627	4.341	4215	71.506	4.120
Leptospira_stimsonii_GCF_003545885	Leptospira_semungkisensis_GCF_004770055	1519	71.521	4.094	5017	71.398	4.106	4998	71.406	4.121
Leptospira_noumeaensis_GCF_004770765	Leptospira_weilii_GCF_006874745	522.5	69.810	3.783	1782	69.904	4.207	1750	69.725	3.748
Leptospira_hartskeerlii_GCF_002811475	Leptospira_weilii_GCF_006874745	1360	71.583	4.175	4462	71.427	4.349	4451	71.330	4.092
Leptospira_andrefontaineae_GCF_004770105	Leptospira_weilii_GCF_006874745	1352	71.467	4.172	4410	71.420	4.344	4415	71.297	4.091
Leptospira_venezuelensis_GCF_002150035	Leptospira_weilii_GCF_006874745	1359	71.415	4.111	4347	71.318	4.330	4384	71.203	4.095
Leptospira_langatensis_GCF_004770615	Leptospira_weilii_GCF_006874745	1325	71.607	4.206	4244	71.457	4.419	4236	71.331	4.158
Leptospira_koniambonensis_GCF_004769555	Leptospira_weilii_GCF_006874745	1320	71.409	4.135	4395	71.306	4.331	4422	71.182	4.085
Leptospira_yanagawae_GCF_000332475	Leptospira_weilii_GCF_006874745	482	69.581	3.902	1676	69.792	4.353	1670	69.690	4.228
Leptospira_inadai_GCF_000243675	Leptospira_weilii_GCF_006874745	1332.5	71.660	4.169	4416	71.487	4.220	4468	71.542	4.278
Leptospira_montravelensis_GCF_004769455	Leptospira_weilii_GCF_006874745	537.5	69.871	4.032	1822	69.915	4.258	1782	69.785	3.946
Leptospira_wolffii_GCF_000306115	Leptospira_weilii_GCF_006874745	1364	71.910	4.551	4465	71.814	4.663	4471	71.718	4.475
Leptospira_stimsonii_GCF_003545885	Leptospira_weilii_GCF_006874745	4165	78.593	4.642	11466	78.205	4.800	11501	78.111	4.776
Leptospira_barantonii_GCF_002811925	Leptospira_weilii_GCF_006874745	4544	81.374	4.418	12016	81.031	4.607	12086	80.963	4.599
Leptospira_wolbachii_GCF_000332515	Leptospira_weilii_GCF_006874745	493	69.873	3.847	1724	69.965	4.238	1755	70.031	4.432
Leptospira_perdikensis_GCF_004769575	Leptospira_weilii_GCF_006874745	507	69.793	3.742	1731	70.007	4.258	1737	69.798	3.873
Leptospira_alexanderi_GCF_000243815	Leptospira_weilii_GCF_006874745	6471.5	94.622	3.258	15362	94.153	3.913	15218	94.276	3.678
Leptospira_levettii_GCF_002812085	Leptospira_weilii_GCF_006874745	490	69.744	3.744	1659	69.804	4.100	1662	69.574	3.651
Leptospira_bandrabouensis_GCF_004770905	Leptospira_weilii_GCF_006874745	509.5	69.874	3.876	1764	69.939	4.255	1760	69.897	4.075
Leptospira_broomii_GCF_000243715	Leptospira_weilii_GCF_006874745	1340	71.540	4.018	4377	71.380	4.214	4397	71.286	4.038
Leptospira_alexanderi_GCF_000243815	Leptospira_hartskeerlii_GCF_002811475	1344	71.661	4.211	4482	71.426	4.100	4470	71.451	4.116
Leptospira_fletcheri_GCF_004769195	Leptospira_hartskeerlii_GCF_002811475	2900.5	72.697	4.357	9105	72.331	4.275	9079	72.352	4.268
Leptospira_noguchii_GCF_000306255	Leptospira_weilii_GCF_006874745	4580	80.876	3.768	12522	80.573	4.059	12965	80.436	4.241
Leptospira_borgpetersenii_GCF_003046425	Leptospira_weilii_GCF_006874745	5713	91.333	3.031	14194	90.792	3.829	13850	91.018	3.396
Leptospira_kemamanensis_GCF_004769665	Leptospira_weilii_GCF_006874745	495	69.832	3.944	1704	69.892	4.304	1680	69.631	3.781
Leptospira_alstonii_GCF_000347175	Leptospira_weilii_GCF_006874745	5018	84.484	3.943	13330	84.042	4.308	13123	84.124	4.348
Leptospira_ainazelensis_GCF_016918785	Leptospira_weilii_GCF_006874745	4170.5	78.788	4.643	11461	78.414	4.770	11448	78.351	4.721
Leptospira_ilyithenensis_GCF_004771005	Leptospira_weilii_GCF_006874745	627.5	70.356	3.831	2119	70.374	4.190	2063	70.217	3.771
Leptospira_kanakyensis_GCF_004769235	Leptospira_weilii_GCF_006874745	512.5	69.761	3.764	1743	69.977	4.252	1729	69.782	3.806
Leptospira_andrefontaineae_GCF_004770105	Leptospira_hartskeerlii_GCF_002811475	7754	88.547	3.551	17539	88.341	3.780	17602	88.307	3.831
Leptospira_venezuelensis_GCF_002150035	Leptospira_hartskeerlii_GCF_002811475	7693	87.578	3.644	17516	87.448	3.830	17607	87.395	3.947
Leptospira_perdikensis_GCF_004769575	Leptospira_hartskeerlii_GCF_002811475	570.5	70.273	4.021	1966	70.177	4.090	1965	70.259	4.132
Leptospira_barantonii_GCF_002811925	Leptospira_hartskeerlii_GCF_002811475	1629	71.649	4.303	5338	71.458	4.199	5348	71.478	4.234
Leptospira_koniambonensis_GCF_004769555	Leptospira_hartskeerlii_GCF_002811475	7692.5	88.585	3.565	17469	88.427	3.747	17522	88.408	3.796
Leptospira_stimsonii_GCF_003545885	Leptospira_hartskeerlii_GCF_002811475	1604.5	71.559	4.223	5143	71.346	4.122	5153	71.354	4.149
Leptospira_wolbachii_GCF_000332515	Leptospira_hartskeerlii_GCF_002811475	588.5	70.180	4.030	1949	69.996	3.931	1947	70.313	4.478
Leptospira_yanagawae_GCF_000332475	Leptospira_hartskeerlii_GCF_002811475	537.5	70.063	4.150	1860	69.938	3.998	1854	70.126	4.311
Leptospira_noumeaensis_GCF_004770765	Leptospira_hartskeerlii_GCF_002811475	568	70.221	4.042	1998	70.123	4.064	1973	70.125	4.045
Leptospira_interrogans_GCF_000343165	Leptospira_weilii_GCF_006874745	4483	80.947	3.921	12114	80.699	4.131	12121	80.532	4.197
Leptospira_langatensis_GCF_004770615	Leptospira_hartskeerlii_GCF_002811475	5097.5	76.808	4.753	14282	76.454	4.816	14344	76.450	4.812
Leptospira_inadai_GCF_000243675	Leptospira_hartskeerlii_GCF_002811475	3138	72.797	4.370	9641	72.442	4.258	9730	72.454	4.422
Leptospira_wolffii_GCF_000306115	Leptospira_hartskeerlii_GCF_002811475	4595	75.426	4.822	13232	75.003	4.793	13275	74.996	4.805
Leptospira_montravelensis_GCF_004769455	Leptospira_hartskeerlii_GCF_002811475	571.5	70.334	4.113	1986	70.192	4.051	1986	70.286	4.172
Leptospira_levettii_GCF_002812085	Leptospira_hartskeerlii_GCF_002811475	571	69.926	4.008	1962	69.863	3.930	1944	69.876	3.891
Leptospira_broomii_GCF_000243715	Leptospira_hartskeerlii_GCF_002811475	3163	72.843	4.287	9846	72.463	4.217	9954	72.423	4.255
Leptospira_borgpetersenii_GCF_003046425	Leptospira_hartskeerlii_GCF_002811475	1369	71.556	4.190	4445	71.299	4.082	4437	71.314	4.088
Leptospira_kemamanensis_GCF_004769665	Leptospira_hartskeerlii_GCF_002811475	554.5	70.156	4.060	1904	69.992	3.976	1869	70.018	3.932
Leptospira_bandrabouensis_GCF_004770905	Leptospira_hartskeerlii_GCF_002811475	561.5	70.417	4.149	1961	70.200	3.939	1974	70.324	4.200
Leptospira_ilyithenensis_GCF_004771005	Leptospira_hartskeerlii_GCF_002811475	705	70.345	3.959	2393	70.174	3.850	2351	70.218	3.812
Leptospira_wolbachii_GCF_000332515	Leptospira_andrefontaineae_GCF_004770105	587.5	70.291	4.065	2036	70.196	4.035	2038	70.525	4.567
Leptospira_kanakyensis_GCF_004769235	Leptospira_hartskeerlii_GCF_002811475	597.5	70.335	4.198	2045	70.093	4.047	1982	70.180	4.035
Leptospira_venezuelensis_GCF_002150035	Leptospira_andrefontaineae_GCF_004770105	7772.5	88.321	3.714	17941	88.117	3.950	17986	88.077	4.039
Leptospira_montravelensis_GCF_004769455	Leptospira_andrefontaineae_GCF_004770105	610.5	70.504	4.197	2061	70.291	4.086	2055	70.355	4.198
Leptospira_alexanderi_GCF_000243815	Leptospira_andrefontaineae_GCF_004770105	1382.5	71.589	4.183	4489	71.340	4.100	4478	71.373	4.122
Leptospira_koniambonensis_GCF_004769555	Leptospira_andrefontaineae_GCF_004770105	7896	89.541	3.546	17968	89.290	3.893	17959	89.303	3.890
Leptospira_yanagawae_GCF_000332475	Leptospira_andrefontaineae_GCF_004770105	560.5	70.256	4.173	1946	69.974	3.960	1922	70.182	4.244
Leptospira_noumeaensis_GCF_004770765	Leptospira_andrefontaineae_GCF_004770105	602.5	70.324	4.029	2084	70.180	4.049	2052	70.212	4.058
Leptospira_ainazelensis_GCF_016918785	Leptospira_hartskeerlii_GCF_002811475	1572	71.573	4.210	5219	71.351	4.124	5190	71.388	4.110
Leptospira_noguchii_GCF_000306255	Leptospira_hartskeerlii_GCF_002811475	1477.5	71.673	4.104	4737	71.490	4.153	4794	71.549	4.339
Leptospira_interrogans_GCF_000343165	Leptospira_hartskeerlii_GCF_002811475	1406	71.679	4.161	4705	71.500	4.132	4712	71.535	4.136
Leptospira_alstonii_GCF_000347175	Leptospira_hartskeerlii_GCF_002811475	1388.5	71.662	4.311	4564	71.346	4.183	4606	71.549	4.609
Leptospira_langatensis_GCF_004770615	Leptospira_andrefontaineae_GCF_004770105	5028.5	76.846	4.769	14152	76.456	4.852	14221	76.442	4.846
Leptospira_stimsonii_GCF_003545885	Leptospira_andrefontaineae_GCF_004770105	1491.5	71.591	4.149	5142	71.341	4.124	5130	71.383	4.141
Leptospira_perdikensis_GCF_004769575	Leptospira_andrefontaineae_GCF_004770105	612.5	70.412	4.242	2082	70.157	4.128	2045	70.259	4.172
Leptospira_wolffii_GCF_000306115	Leptospira_andrefontaineae_GCF_004770105	4541	75.371	4.797	13194	74.959	4.769	13224	74.935	4.781
Leptospira_fletcheri_GCF_004769195	Leptospira_andrefontaineae_GCF_004770105	2942.5	72.625	4.327	8908	72.317	4.268	8992	72.283	4.270
Leptospira_barantonii_GCF_002811925	Leptospira_andrefontaineae_GCF_004770105	1629	71.660	4.294	5334	71.415	4.185	5285	71.441	4.211
Leptospira_inadai_GCF_000243675	Leptospira_andrefontaineae_GCF_004770105	3122	72.768	4.328	9512	72.402	4.251	9631	72.428	4.418
Leptospira_broomii_GCF_000243715	Leptospira_andrefontaineae_GCF_004770105	3236	72.795	4.267	9770	72.449	4.209	9876	72.440	4.272
Leptospira_levettii_GCF_002812085	Leptospira_andrefontaineae_GCF_004770105	590	70.216	3.856	1994	70.075	3.924	1981	70.071	3.891
Leptospira_borgpetersenii_GCF_003046425	Leptospira_andrefontaineae_GCF_004770105	1372.5	71.559	4.201	4471	71.299	4.062	4435	71.319	4.069
Leptospira_kemamanensis_GCF_004769665	Leptospira_andrefontaineae_GCF_004770105	565.5	70.339	4.183	1934	70.110	3.936	1936	70.042	3.910
Leptospira_bandrabouensis_GCF_004770905	Leptospira_andrefontaineae_GCF_004770105	586.5	70.441	4.259	2031	70.243	4.063	2037	70.374	4.309
Leptospira_ilyithenensis_GCF_004771005	Leptospira_andrefontaineae_GCF_004770105	686	70.452	3.877	2340	70.291	3.838	2304	70.309	3.807
Leptospira_koniambonensis_GCF_004769555	Leptospira_venezuelensis_GCF_002150035	7901	88.766	3.663	18128	88.575	3.965	18112	88.584	3.920
Leptospira_interrogans_GCF_000343165	Leptospira_langatensis_GCF_004770615	1309.5	71.107	4.071	4192	71.005	4.025	4186	71.005	4.040
Leptospira_alstonii_GCF_000347175	Leptospira_andrefontaineae_GCF_004770105	1375.5	71.460	4.209	4634	71.264	4.163	4628	71.449	4.587
Leptospira_montravelensis_GCF_004769455	Leptospira_venezuelensis_GCF_002150035	622	70.417	4.155	2096	70.200	4.045	2073	70.256	4.134
Leptospira_ainazelensis_GCF_016918785	Leptospira_andrefontaineae_GCF_004770105	1578.5	71.589	4.161	5216	71.335	4.088	5206	71.342	4.088
Leptospira_alexanderi_GCF_000243815	Leptospira_venezuelensis_GCF_002150035	1340	71.482	4.143	4458	71.267	4.123	4418	71.291	4.114
Leptospira_langatensis_GCF_004770615	Leptospira_venezuelensis_GCF_002150035	4962.5	76.601	4.786	14064	76.120	4.813	14156	76.111	4.817
Leptospira_kanakyensis_GCF_004769235	Leptospira_andrefontaineae_GCF_004770105	619.5	70.574	4.283	2119	70.348	4.161	2078	70.388	4.188
Leptospira_barantonii_GCF_002811925	Leptospira_venezuelensis_GCF_002150035	1615.5	71.456	4.277	5239	71.226	4.150	5217	71.215	4.167
Leptospira_broomii_GCF_000243715	Leptospira_venezuelensis_GCF_002150035	3198.5	72.693	4.323	9742	72.372	4.258	9788	72.384	4.295
Leptospira_yanagawae_GCF_000332475	Leptospira_venezuelensis_GCF_002150035	577.5	70.249	4.157	1940	70.062	3.969	1930	70.206	4.264
Leptospira_stimsonii_GCF_003545885	Leptospira_venezuelensis_GCF_002150035	1600.5	71.417	4.261	5128	71.249	4.224	5070	71.296	4.229
Leptospira_noguchii_GCF_000306255	Leptospira_andrefontaineae_GCF_004770105	1460.5	71.641	4.238	4859	71.441	4.130	4807	71.564	4.326
Leptospira_wolffii_GCF_000306115	Leptospira_venezuelensis_GCF_002150035	4472.5	75.095	4.774	13175	74.705	4.800	13180	74.694	4.808
Leptospira_wolbachii_GCF_000332515	Leptospira_venezuelensis_GCF_002150035	607.5	70.123	4.010	2056	70.035	3.941	2051	70.322	4.465
Leptospira_inadai_GCF_000243675	Leptospira_venezuelensis_GCF_002150035	3082	72.508	4.205	9438	72.238	4.205	9542	72.261	4.379
Leptospira_noumeaensis_GCF_004770765	Leptospira_venezuelensis_GCF_002150035	601	70.158	4.069	2115	70.141	4.093	2076	70.142	4.070
Leptospira_interrogans_GCF_000343165	Leptospira_andrefontaineae_GCF_004770105	1469.5	71.589	4.099	4800	71.440	4.095	4756	71.482	4.122
Leptospira_perdikensis_GCF_004769575	Leptospira_venezuelensis_GCF_002150035	589	70.362	4.163	2077	70.149	4.139	2020	70.286	4.156
Leptospira_fletcheri_GCF_004769195	Leptospira_venezuelensis_GCF_002150035	2913.5	72.420	4.323	8742	72.101	4.252	8798	72.080	4.243
Leptospira_borgpetersenii_GCF_003046425	Leptospira_venezuelensis_GCF_002150035	1354	71.478	4.185	4418	71.194	4.086	4382	71.198	4.082
Leptospira_kemamanensis_GCF_004769665	Leptospira_venezuelensis_GCF_002150035	565	70.233	4.213	1984	70.032	3.973	1957	70.008	3.927
Leptospira_bandrabouensis_GCF_004770905	Leptospira_venezuelensis_GCF_002150035	592	70.290	4.200	2027	70.257	4.069	2032	70.351	4.301
Leptospira_wolbachii_GCF_000332515	Leptospira_langatensis_GCF_004770615	512	69.838	4.067	1749	69.704	3.981	1765	69.961	4.595
Leptospira_levettii_GCF_002812085	Leptospira_venezuelensis_GCF_002150035	586.5	70.149	3.910	2053	70.010	3.941	1987	70.085	3.888
Leptospira_yanagawae_GCF_000332475	Leptospira_langatensis_GCF_004770615	457.5	69.612	4.121	1632	69.620	4.015	1607	69.813	4.301
